current_model,base_model,base_model_relation
abacusai/Slerp-CM-mist-dpo,"cookinai/CatMacaroni-Slerp,mncai/mistral-7b-dpo-v5",merge
aifeifei798/llama3-8B-DarkIdol-1.0,"Gryphe/Pantheon-RP-1.0-8b-Llama-3,cgato/L3-TheSpice-8b-v0.8.3,ChaoticNeutrals/Poppy_Porpoise-1.4-L3-8B",merge
aifeifei798/llama3-8B-DarkIdol-2.1-Uncensored-32K,"Nitral-AI/Hathor_Fractionate-L3-8B-v.05,Hastagaras/Jamet-8B-L3-MK.V-Blackroot,turboderp/llama3-turbcat-instruct-8b,Sao10K/L3-8B-Stheno-v3.3-32K,theminji/Llama3-Toxic-8B-Float16,cgato/L3-TheSpice-8b-v0.8.3",merge
akjindal53244/Llama-3.1-Storm-8B,"meta-llama/Llama-3.1-8B-Instruct,arcee-ai/Llama-Spark",merge
alnrg2arg/blockchainlabs_7B_merged_test2_4,"mlabonne/NeuralBeagle14-7B,udkai/Turdus",merge
answerdotai/answerai-colbert-small-v1,"bge-small-en-v1.5,thenlper/gte-small,microsoft/MiniLM-L12-H384-uncased",merge
arcee-ai/Llama-Spark,"meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct",merge
Arkana08/LexiMaid-L3-8B,"NeverSleep/Lumimaid-v0.2-8B,SicariusSicariiStuff/Dusk_Rainbow,Sao10K/Llama-3.1-8B-Stheno-v3.4,nothingiisreal/L3.1-8B-Celeste-V1.5,Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2",merge
Arkana08/Mythorica-L3-8B,"ChaoticNeutrals/Hathor_Tahsin-L3-8B-v0.9,Sao10K/L3-8B-Chara-v1-Alpha,Arkana08/LexiMaid-L3-8B",merge
Aryanne/Astrea-RP-v1-3B,"euclaise/Echo-3B,stabilityai/stablelm-zephyr-3b,Aryanne/Astridboros-3B,euclaise/Ferret-3B",merge
athirdpath/Eileithyia-13B,"athirdpath/Eileithyia-13B-LORA,KoboldAI/LLaMA2-13B-TiefighterLR",merge
bunnycore/Best-Mix-Llama-3.1-8B,"DreadPoor/Aurora_faustus-8B-LINEAR,bunnycore/Llama-3.1-8B-TitanFusion-Mix,Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,nvidia/OpenMath2-Llama3.1-8B,vicgalle/Configurable-Llama-3.1-8B-Instruct",merge
bunnycore/Cognitron-8B,"Orenguteng/Llama-3-8B-Lexi-Uncensored,Weyaxi/Einstein-v6.1-Llama3-8B,cognitivecomputations/dolphin-2.9-llama3-8b",merge
bunnycore/HyperLlama-3.1-8B,"Dampfinchen/Llama-3.1-8B-Ultra-Instruct,Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2",merge
bunnycore/HyperLLama3.1-Mix-8B,"bunnycore/HyperLlama-3.1-8B,vicgalle/Configurable-Llama-3.1-8B-Instruct,xinchen9/Llama3.1_CoT,Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,vicgalle/Humanish-Roleplay-Llama-3.1-8B,unsloth/Meta-Llama-3.1-8B",merge
bunnycore/Qandora-2.5-7B,"rombodawg/Rombos-LLM-V2.5-Qwen-7b,fblgit/cybertron-v4-qw7B-MGS",merge
chujiezheng/Llama-3-Instruct-8B-SimPO-ExPO,"princeton-nlp/Llama-3-Instruct-8B-SimPO,meta-llama/Meta-Llama-3-8B-Instruct",merge
chujiezheng/LLaMA3-iterative-DPO-final-ExPO,"RLHFlow/LLaMA3-iterative-DPO-final,RLHFlow/LLaMA3-SFT",merge
CorticalStack/neurotic-crown-clown-7b-ties,"mlabonne/NeuralMonarch-7B,mlabonne/AlphaMonarch-7B,bardsai/jaskier-7b-dpo-v5.6",merge
CorticalStack/pastiche-crown-clown-7b-dare,"bardsai/jaskier-7b-dpo-v5.6,mlabonne/AlphaMonarch-7B,mlabonne/NeuralMonarch-7B,macadeliccc/MBX-7B-v3-DPO",merge
CorticalStack/shadow-clown-7B-dare,"CorticalStack/pastiche-crown-clown-7b-dare-dpo,CultriX/NeuralTrix-7B-dpo,CorticalStack/neurotic-crown-clown-7b-ties",merge
CorticalStack/shadow-clown-7B-slerp,"Gille/StrangeMerges_32-7B-slerp,yam-peleg/Experiment26-7B",merge
Endevor/EndlessRP-v3-7B,"mistralai/Mistral-7B-v0.1,Elizezen/Hameln-japanese-mistral-7B,fblgit/una-cybertron-7b-v3-OMA,cgato/Thespis-CurtainCall-7b-v0.1.2,Doctor-Shotgun/mistral-v0.1-7b-pippa-metharme-lora",merge
Epiculous/Fett-uccine-Long-Noodle-7B-120k-Context,"NousResearch/Yarn-Mistral-7b-128k,Epiculous/Fett-uccine-7B",merge
Epiculous/Violet_Twilight-v0.2,"Epiculous/Crimson_Dawn-V0.2,Epiculous/Azure_Dusk-v0.2",merge
eren23/ogno-monarch-jaskier-merge-7b,"mlabonne/Monarch-7B,paulml/OGNO-7B,bardsai/jaskier-7b-dpo-v5.6",merge
Eric111/Mayo,"mlabonne/NeuralBeagle14-7B,openchat/openchat-3.5-0106",merge
facebook/rag-token-nq,"facebook/dpr-question_encoder-single-nq-base,facebook/bart-large",merge
FelixChao/NinjaDolphin-7B,"beowolx/CodeNinja-1.0-OpenChat-7B,beowolx/MistralHermes-CodePro-7B-v1",merge
FelixChao/Severus-7B,"samir-fama/FernandoGPT-v1,FelixChao/NinjaDolphin-7B",merge
FelixChao/WestSeverus-7B,"senseable/WestLake-7B-v2,FelixChao/Severus-7B",merge
flemmingmiguel/MarcMistral-7B,"nfaheem/Marcoroni-7b-DPO-Merge,EmbeddedLLM/Mistral-7B-Merge-14-v0.5",merge
flemmingmiguel/MBX-7B,"leveldevai/MarcDareBeagle-7B,leveldevai/MarcBeagle-7B",merge
invisietch/EtherealRainbow-v0.3-8B,"mlabonne/NeuralDaredevil-8B-abliterated,Sao10K/L3-8B-Stheno-v3.2,Nitral-AI/Hathor_Stable-v0.2-L3-8B,grimjim/Llama-3-Luminurse-v0.2-OAS-8B,hf-100/Llama-3-Spellbound-Instruct-8B-0.3,Gryphe/Pantheon-RP-1.0-8b-Llama-3,Blackroot/Llama-3-LongStory,Locutusque/Llama-3-Hercules-5.0-8B,Casual-Autopsy/L3-Umbral-Mind-RP-v0.3-8B,ChaoticNeutrals/Poppy_Porpoise-1.0-L3-8B,mpasila/Llama-3-LimaRP-Instruct-8B,Undi95/Llama-3-LewdPlay-8B-evo",merge
jan-hq/supermario-v2,"Weyaxi/OpenHermes-2.5-neural-chat-v3-3-Slerp,Q-bert/MetaMath-Cybertron-Starling,mistralai/Mistral-7B-v0.1",merge
jeiku/Average_Normie_v3.69_8B,"cgato/L3-TheSpice-8b-v0.8.3,Sao10K/L3-8B-Stheno-v3.2,saishf/Aura-Uncensored-OAS-8B-L3",merge
jeiku/Rosa_v1_3B,"Aryanne/Astrea-RP-v1-3B,jondurbin/airoboros-3b-3p0,pansophic/rocket-3B,stabilityai/stablelm-zephyr-3b",merge
Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,"meta-llama/Llama-3.1-8B,arcee-ai/Llama-3.1-SuperNova-Lite",merge
kaitchup/Mayonnaise-4in1-022,"mncai/mistral-7b-dpo-v5,FelixChao/WestSeverus-7B-DPO-v2,BarryFutureman/NeuralTurdusVariant1-7B",merge
KoboldAI/LLaMA2-13B-Psyfighter2,"TheBloke/Llama-2-13B-fp16,KoboldAI/LLaMA2-13B-Tiefighter,Doctor-Shotgun/cat-v1.0-13b,Doctor-Shotgun/llama-2-13b-chat-limarp-v2-merged",merge
leveldevai/MarcBeagle-7B,"flemmingmiguel/MarcMistral-7B,leveldevai/TurdusBeagle-7B",merge
leveldevai/MarcDareBeagle-7B,"flemmingmiguel/MarcMistral-7B,leveldevai/TurdusDareBeagle-7B",merge
leveldevai/TurdusBeagle-7B,"mlabonne/NeuralBeagle14-7B,udkai/Turdus",merge
liminerity/Blur-7B-slerp-v0.1,"OpenPipe/mistral-ft-optimized-1218,mlabonne/Marcoro14-7B-slerp",merge
liminerity/Blurstral-7b-slerp,"mistralai/Mistral-7B-v0.1,liminerity/Blur-7B-slerp-v0.1,OpenPipe/mistral-ft-optimized-1218",merge
liminerity/M7-7b,"MTSAIR/multi_verse_model,MSL7/INEX12-7b",merge
llava-hf/llava-v1.6-mistral-7b-hf,"NousResearch/Nous-Hermes-2-Yi-34B,mistralai/Mistral-7B-Instruct-v0.2",merge
maldv/badger-lambda-llama-3-8b,"Weyaxi/Einstein-v6.1-Llama3-8B,openchat/openchat-3.6-8b-20240522,cgato/L3-TheSpice-8b-v0.8.3,RLHFlow/LLaMA3-iterative-DPO-final,Hastagaras/Jamet-8B-L3-MK.V-Blackroot,jpacifico/French-Alpaca-Llama3-8B-Instruct-v1.0,swap-uniba/LLaMAntino-3-ANITA-8B-Inst-DPO-ITA,gradientai/Llama-3-8B-Instruct-Gradient-4194k,vicgalle/Roleplay-Llama-3-8B,Sao10K/L3-8B-Stheno-v3.2,nbeerbower/llama-3-wissenschaft-8B-v2,dreamgen-preview/opus-v1.2-llama-3-8b-instruct-run3.5-epoch2.5,vicgalle/Configurable-Llama-3-8B-v0.3,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-34fail-3000total-bf16,failspy/Meta-Llama-3-8B-Instruct-abliterated-v3,meta-llama/Meta-Llama-3-8B-Instruct",merge
malteos/hermeo-7b,"openaccess-ai-collective/DPOpenHermes-7B-v2,LeoLM/leo-mistral-hessianai-7b-chat",merge
MarinaraSpaghetti/NemoMix-Unleashed-12B,"nbeerbower/mistral-nemo-bophades-12B,mistralai/Mistral-Nemo-Instruct-2407,nbeerbower/mistral-nemo-gutenberg-12B,Sao10K/MN-12B-Lyra-v1,intervitens/mini-magnum-12b-v1.1",merge
MatthieuJ/Jason1903_SLERP,"chihoonlee10/T3Q-Mistral-Orca-Math-DPO,yam-peleg/Experiment26-7B",merge
NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS,"Undi95/Llama-3-Unholy-8B-e4,Undi95/Llama-3-LewdPlay-8B,NeverSleep/Llama-3-Lumimaid-8B-v0.1",merge
nfaheem/Marcoroni-7b-DPO-Merge,"fblgit/UNA-TheBeagle-7b-v1,udkai/Turdus",merge
OpenPipe/mistral-ft-optimized-1218,"Weyaxi/OpenHermes-2.5-neural-chat-v3-3-Slerp,Q-bert/MetaMath-Cybertron-Starling,mistralai/Mistral-7B-v0.1",merge
paloalma/Le_Triomphant-ECE-TW3,"abacusai/Smaug-72B-v0.1,MTSAIR/MultiVerse_70B",merge
rishiraj/CatPPT-base,"Intel/neural-chat-7b-v3-3,openchat/openchat-3.5-1210",merge
samir-fama/FernandoGPT-v1,"cookinai/CatMacaroni-Slerp,shadowml/Marcoro14-7B-slerp",merge
samir-fama/SamirGPT-v1,"cookinai/CatMacaroni-Slerp,viethq188/LeoScorpius-7B",merge
SanjiWatsuki/Loyal-Toppy-Bruins-Maid-7B-DARE,"chargoddard/loyal-piano-m7,Undi95/Toppy-M-7B,NeverSleep/Noromaid-7b-v0.1.1,mistralai/Mistral-7B-v0.1",merge
SanjiWatsuki/Silicon-Maid-7B,"xDAN-AI/xDAN-L1-Chat-RL-v1,chargoddard/loyal-piano-m7",merge
Sao10K/L3-8B-Lunaris-v1,"maldv/badger-iota-llama-3-8b,meta-llama/Meta-Llama-3-8B-Instruct",merge
shadowml/DareBeagle-7B,"mlabonne/NeuralBeagle14-7B,mlabonne/NeuralDaredevil-7B",merge
sophosympatheia/Midnight-Rose-70B-v2.0.3,"sophosympatheia/Midnight-Rose-70B-v1.0,sophosympatheia/Wizard-Tulu-Dolphin-70B-v1.0,WizardLMTeam/WizardLM-70B-V1.0,allenai/tulu-2-dpo-70b,cognitivecomputations/dolphin-2.2-70b",merge
Undi95/Mistral-7B-small_pippa_limaRP-v3-lora,"lemonilia/LimaRP-Mistral-7B-v0.1,Undi95/Mistral-7B-smoll_pippa-lora",merge
Undi95/PsyMedRP-v1-20B,"jondurbin/airoboros-l2-13b-3.0,ehartford/Samantha-1.11-13b,Xwin-LM/Xwin-LM-13B-V0.1,chaoyi-wu/MedLLaMA_13B,migtissera/Synthia-13B-v1.2,Undi95/LimaRP-v3-120-Days",merge
uukuguy/speechless-zephyr-code-functionary-7b,"HuggingFaceH4/zephyr-7b-beta,meetkai/functionary-small-v2.2,uukuguy/speechless-code-mistral-7b-v1.0",merge
Undi95/PsyMedRP-v1-13B,"jondurbin/airoboros-l2-13b-3.0,ehartford/Samantha-1.11-13b,chaoyi-wu/MedLLaMA_13B,Xwin-LM/Xwin-LM-13B-V0.1,The-Face-Of-Goonery/Huginn-13b-FP16,Undi95/LimaRP-v3-120-Days",merge
Undi95/Xwin-MLewd-13B-V0.2,"Xwin-LM/Xwin-LM-13B-V0.2,Undi95/MLewd-v2.4-13B",merge
Undi95/Utopia-13B,"Xwin-LM/Xwin-LM-13B-V0.2,Undi95/Storytelling-v2.1-13B-lora,NeverSleep/Nethena-13B,zattio770/120-Days-of-LORA-v2-13B,PygmalionAI/pygmalion-2-13b,lemonilia/LimaRP-Llama2-13B-v3-EXPERIMENT,TheBloke/Llama-2-13B-fp16",merge
bunnycore/Gemma2-2B-mixed,"IlyaGusev/gemma-2-2b-it-abliterated,TheDrummer/Gemmasutra-Mini-2B-v1,monsterapi/gemma-2-2b-LoRA-MonsterInstruct",merge
Locutusque/TinyMistral-248M-v2.5,"Locutusque/TinyMistral-248M-v2,Locutusque/TinyMistral-248M",merge
sometimesanotion/Base-Chocolatine-2-14B-Instruct-v2.0b3,"sometimesanotion/Base-Qwenvergence-dare_ties,jpacifico/Chocolatine-2-14B-Instruct-v2.0b3,sometimesanotion/LoRA-256-Base-Qwenvergence",merge
MarsupialAI/Monstral-123B-v2,"TheDrummer/Behemoth-123B-v1.2,anthracite-org/magnum-v4-123b,migtissera/Tess-3-Mistral-Large-2-123B",merge
schnapper79/lumikabra-123B_v0.4,"anthracite-org/magnum-v2-123b,FluffyKaeloky/Luminum-v0.1-123B,migtissera/Tess-3-Mistral-Large-2-123B,mistralai/Mistral-Large-Instruct-2407",merge
abideen/DareVox-7B,"teknium/OpenHermes-2.5-Mistral-7B,abacusai/Slerp-CM-mist-dpo,berkeley-nest/Starling-LM-7B-alpha",merge
abideen/NexoNimbus-7B,"abideen/DareVox-7B,udkai/Garrulus",merge
01-ai/Yi-1.5-9B,,source
01-ai/Yi-34B,,source
01-ai/Yi-6B,,source
01-ai/Yi-9B,,source
01-ai/Yi-Coder-1.5B,,source
01-ai/Yi-Coder-9B,,source
albert/albert-base-v2,,source
allenai/longformer-base-4096,,source
allenai/OLMo-2-1124-7B,,source
amazon/chronos-bolt-small,,source
amazon/chronos-t5-small,,source
answerdotai/ModernBERT-base,,source
answerdotai/ModernBERT-large,,source
apple/OpenELM-1_1B-Instruct,,source
aubmindlab/bert-base-arabertv02,,source
autogluon/chronos-bolt-base,,source
autogluon/chronos-t5-tiny,,source
BAAI/bge-m3,,source
BAAI/bge-small-en-v1.5,,source
bigcode/starcoder2-15b,,source
bigcode/starcoder2-3b,,source
bigscience/bloom,,source
bigscience/bloom-1b7,,source
black-forest-labs/FLUX.1-dev,,source
